family,sample_idx,true_label,pred_label,deletion_auc,insertion_auc
resnet18_cbam,14473,8,8,0.024915222518458374,0.3643281153275758
resnet18_cbam,34331,8,8,0.07478468154562806,0.36459543201188116
resnet18_cbam,33036,8,8,0.07467850589550425,0.38064297084876597
resnet18_cbam,25277,8,8,0.027133249082855148,0.27708279283582343
resnet18_cbam,7807,8,8,0.09336024157322706,0.4736337086319155
resnet18_cbam,25320,8,8,0.07959638239238447,0.37894711527232283
resnet18_cbam,527,8,8,0.12472813055049968,0.6274052975847013
densenet121,11598,0,0,0.7110945122149133,0.9730405248883471
densenet121,8612,0,0,0.3271049032382507,0.904192182544648
densenet121,32384,0,0,0.5584349668642972,0.970393135696213
densenet121,22088,0,0,0.3350460323297284,0.9730091468845785
densenet121,1258,0,0,0.12305022553546507,0.936390917038807
densenet121,3882,0,2,0.013619023000821903,0.6595917620783924
densenet121,26021,0,3,0.034474858238956047,0.9641242693992353
densenet121,28706,0,0,0.711640258301486,0.9698800919759378
densenet121,12774,0,0,0.2749688152616727,0.9701909212344617
densenet121,20577,0,0,0.9611574117698183,0.9729383281846822
densenet121,20069,0,0,0.2935681789922455,0.8993626153496734
densenet121,22989,0,0,0.24021518218436455,0.8992093618544459
densenet121,19017,0,0,0.3381743903385086,0.9049724513788533
densenet121,31697,0,0,0.2138002999442392,0.9678117234325327
densenet121,23363,0,0,0.2772596764178701,0.9415467535036441
densenet121,18777,0,0,0.20806987622285433,0.8343805350214097
densenet121,11832,0,5,0.03763601669775818,0.9643461270025
densenet121,28618,0,0,0.4260900565605539,0.9723661813077342
densenet121,22858,0,0,0.4762532158167687,0.9650340754487843
densenet121,511,0,0,0.26928914383188385,0.8397897734503204
densenet121,29736,0,0,0.34107973301104266,0.9167654161901737
densenet121,33474,0,0,0.5962885858907612,0.9718473503198766
densenet121,25573,1,1,0.017606402209887483,0.9339489191016312
densenet121,4312,1,1,0.037165460940402184,0.9707345566831194
densenet121,24225,1,1,0.02462430351221201,0.9578131897261031
densenet121,5114,1,1,0.024620783580824812,0.9675101343137342
densenet121,107,1,3,0.2128080645234829,0.9359561997930541
densenet121,10443,1,1,0.012292068355799213,0.95967288712297
densenet121,5117,1,1,0.02475531951127108,0.9647327802204657
densenet121,27764,1,1,0.024655498345469682,0.9521167788307778
densenet121,31588,1,1,0.020862791238253298,0.7687093039977029
densenet121,5131,1,1,0.0279177606267349,0.9638915380174424
densenet121,1761,1,1,0.02391351297003506,0.9343517717034686
densenet121,34288,1,1,0.49064381557175807,0.9698193312625065
densenet121,26309,1,1,0.06604979910532549,0.9436179663580972
densenet121,21752,1,2,0.03383524373452873,0.7495232798203768
densenet121,20801,1,1,0.024626552897475396,0.9700351878828499
densenet121,17666,1,1,0.041265096742602786,0.8350503360389396
densenet121,16706,1,1,0.025460479218085308,0.964969206205815
densenet121,6553,1,1,0.07676068124409774,0.8528785311037339
densenet121,18583,1,1,0.024949345189438768,0.97089954501741
densenet121,20787,1,1,0.02065173870981872,0.9586548415946439
densenet121,33870,1,1,0.021771928992468187,0.8933834655154627
densenet121,19563,1,1,0.0744736950641669,0.9711643833844121
densenet121,2399,2,2,0.14793836373142688,0.9025313791004772
densenet121,4407,2,2,0.06343452923785119,0.9299894921261365
densenet121,2272,2,2,0.1575173255876188,0.9063727702397808
densenet121,2489,2,2,0.15011858416230756,0.9208141420987739
densenet121,1496,2,2,0.1272347302572153,0.8803462474194783
densenet121,2232,2,2,0.18496482700239128,0.8980154714137678
densenet121,2415,2,2,0.15717164358824728,0.9205297379591537
densenet121,2382,2,2,0.14499018467455227,0.9195314230298062
densenet121,2510,2,2,0.1235486475874833,0.8925665339749538
densenet121,19664,2,2,0.12163778303370607,0.9157571241277618
densenet121,2740,2,2,0.1569440062575303,0.9214584979501377
densenet121,4872,2,2,0.13279361198163922,0.881360838505483
densenet121,4574,2,2,0.10923042503638071,0.9165979809242197
densenet121,4029,2,2,0.1510412549906797,0.8864171268989447
densenet121,18720,2,2,0.08608806407933416,0.8847905736640167
densenet121,1514,2,2,0.11527857580964106,0.874013544001482
densenet121,1550,2,2,0.12972948773146376,0.9073049317950643
densenet121,4564,2,2,0.12035881195315686,0.9063075660030189
densenet121,4498,2,2,0.13931627226033164,0.8976773913274736
densenet121,1557,2,2,0.10123396214452661,0.8967903171452998
densenet121,2195,2,2,0.12724765976474992,0.86720924857951
densenet121,2545,2,2,0.09305441670946316,0.8990919710906236
densenet121,12693,3,0,0.11563063710360666,0.9453201024334703
densenet121,4750,3,3,0.026219963851026762,0.9708266926404576
densenet121,18268,3,3,0.028312145662653165,0.9652809867052383
densenet121,18844,3,3,0.10663020618063968,0.9648794640320375
densenet121,29937,3,3,0.04274513314015849,0.9707287840660683
densenet121,1367,3,3,0.8187368578722634,0.9635061672538541
densenet121,26201,3,3,0.03594846578016586,0.9703321877691451
densenet121,7843,3,0,0.07632467246253327,0.8204435030675086
densenet121,25933,3,1,0.021004785937975255,0.7858222761324853
densenet121,7777,3,3,0.20688686107428111,0.9706266482185129
densenet121,3199,3,3,0.027205842396142543,0.9696291334635134
densenet121,1633,3,3,0.057031909029078065,0.9712416927154663
densenet121,5569,3,4,0.02133465284424857,0.8108471248749938
densenet121,32022,3,3,0.9334115371748339,0.9709353608718629
densenet121,4352,3,3,0.12768843721341305,0.9711909402044512
densenet121,5398,3,3,0.9093700787925627,0.9291714605001289
densenet121,1836,3,3,0.055603317943223374,0.9704715809143636
densenet121,6819,3,3,0.125251889925039,0.9648065109154231
densenet121,30428,3,3,0.02544809689306815,0.9691583238832209
densenet121,11121,3,3,0.02719988067430044,0.9705676311509706
densenet121,34333,3,1,0.012455385249113604,0.37741076239860405
densenet121,11558,3,3,0.12742158417484006,0.9609517394796967
densenet121,15095,4,4,0.024393416116615708,0.9591506019685712
densenet121,5482,4,4,0.025222055816844884,0.9708447253258727
densenet121,27612,4,4,0.02489486306276754,0.971090339099459
densenet121,9711,4,0,0.023410461851489206,0.764238254759448
densenet121,2485,4,4,0.02482970617491073,0.9707193008842241
densenet121,25055,4,4,0.022307801859063725,0.8746927447253201
densenet121,25226,4,0,0.04621623576093725,0.904976273439388
densenet121,2517,4,4,0.02489859208630535,0.9710778457854703
densenet121,3986,4,4,0.024612030090212643,0.9698233475544784
densenet121,5449,4,3,0.31449721469107317,0.9658591850543417
densenet121,25650,4,4,0.022652615129555298,0.9558935636930928
densenet121,5353,4,4,0.024910173714527625,0.9711642525551669
densenet121,13786,4,4,0.024687671921528778,0.9663997624345884
densenet121,4322,4,4,0.02488824810304455,0.969642239772651
densenet121,25639,4,0,0.10534221316459025,0.8004581389386658
densenet121,25205,4,4,0.024820392525196286,0.9701632630647454
densenet121,1831,4,4,0.025062362172994707,0.9711837265102021
densenet121,3536,4,4,0.024766623417590162,0.9694972478653598
densenet121,2096,4,4,0.025229171401261484,0.968837634431833
densenet121,5469,4,4,0.0255712557382054,0.9710443007104859
densenet121,5050,4,4,0.025011783970640553,0.9711427243353628
densenet121,25655,4,4,0.02473868071756799,0.9689214407160707
densenet121,25122,5,5,0.02854470594858106,0.9941862048581243
densenet121,25439,5,5,0.04758825148935784,0.9779904185270425
densenet121,12884,5,5,0.04795584454083175,0.9940833060827572
densenet121,29842,5,0,0.10394341571389987,0.9565559718648728
densenet121,4418,5,5,0.045885676090783534,0.9939967093232553
densenet121,3147,5,5,0.07563240554682182,0.9929802920669317
densenet121,10773,5,5,0.0407690674311425,0.9584116262267344
densenet121,12766,5,5,0.025365338716806907,0.6682307078087888
densenet121,30524,5,3,0.0944281809261156,0.9606960799951594
densenet121,1993,5,5,0.2898768927692572,0.9941858961246908
densenet121,1632,5,5,0.05224669760832512,0.9941686486126855
densenet121,2903,5,5,0.057977805165977614,0.9941840348183177
densenet121,4288,5,5,0.0633184146054715,0.9941617703880183
densenet121,26488,5,5,0.04787136160945196,0.9927013588312548
densenet121,2127,5,5,0.029044302892323088,0.9941050450725015
densenet121,31012,5,5,0.04248975696451751,0.9818012147443369
densenet121,26627,5,5,0.04645690531361317,0.9936165738618001
densenet121,19032,5,1,0.02226922895021899,0.7852287297983551
densenet121,1301,5,5,0.028642384817607308,0.9159256044767972
densenet121,21284,5,3,0.24113996781545666,0.9326012143515072
densenet121,2304,5,5,0.1617449108071014,0.994168734701816
densenet121,32350,5,5,0.025047892392802473,0.900282096616138
densenet121,4090,6,6,0.025139494878896346,0.672080035888895
densenet121,1458,6,6,0.10857543383899615,0.6608669513205714
densenet121,9806,6,6,0.024477111474032694,0.42624265033839337
densenet121,5362,6,6,0.10970029899168146,0.6745022253077464
densenet121,20186,6,6,0.2678281576124177,0.6385517278843642
densenet121,13709,6,6,0.15602064661055534,0.583767767679886
densenet121,4101,6,6,0.0267980435579645,0.6530401843131417
densenet121,25601,6,8,0.03286775168802187,0.03916698836259285
densenet121,4094,6,6,0.10011793303166691,0.7029670776647718
densenet121,25595,6,6,0.06874995851447574,0.6400175524691256
densenet121,4100,6,6,0.0659696433198859,0.6389845848347073
densenet121,6861,6,6,0.03612759140627571,0.4382687547014952
densenet121,4593,6,6,0.09057614212975793,0.7017175196851932
densenet121,9904,6,6,0.02624903887651514,0.41584267937892316
densenet121,9906,6,4,0.01311167562392224,0.9609140057043932
densenet121,18601,6,6,0.17909068837905462,0.5529333364883494
densenet121,4584,6,6,0.14118728219323767,0.6176827590692768
densenet121,9143,6,6,0.18893169189724754,0.6452678054931511
densenet121,7916,6,6,0.09548440785231949,0.7403646750022281
densenet121,16545,6,1,0.01879997730514585,0.9104653642980978
densenet121,3044,6,6,0.4298379782332472,0.7281372789765881
densenet121,2299,6,6,0.04636794031567368,0.5776439316701374
densenet121,4121,7,7,0.02509640192611136,0.9496227987692691
densenet121,4150,7,7,0.02668005786544173,0.9213835100248853
densenet121,10215,7,3,0.2689366184440587,0.9689853040267735
densenet121,4160,7,7,0.02492180190303043,0.9213859059426872
densenet121,4109,7,7,0.024903938587376863,0.9673723083687946
densenet121,10845,7,3,0.9352767531818245,0.9695521564221963
densenet121,4113,7,7,0.025079207593688438,0.9226680444135127
densenet121,4174,7,7,0.02493249987375847,0.9150557839302663
densenet121,4951,7,3,0.2375095656020676,0.9703271471021253
densenet121,4139,7,7,0.024981826763235515,0.970492887950968
densenet121,4136,7,7,0.024906157270692564,0.931849026135751
densenet121,4114,7,7,0.13563743988917532,0.921401574727355
densenet121,4087,7,7,0.024965071665782445,0.9215135724405172
densenet121,4110,7,7,0.024903819694753356,0.9341814664076082
densenet121,1627,7,7,0.023376057915981328,0.9697531448327936
densenet121,10935,7,7,0.024839492714266092,0.9550221546669491
densenet121,4606,7,7,0.024902972367261886,0.9711881467374042
densenet121,4164,7,7,0.025919746885196274,0.9710684472229332
densenet121,26687,7,0,0.0724670663357756,0.565871762115421
densenet121,4169,7,7,0.2041606706851276,0.967318600625731
densenet121,4605,7,7,0.024918436985263116,0.9711910203332081
densenet121,10918,7,7,0.025335622737607102,0.9595243490184657
densenet121,20030,8,6,0.2429553116801474,0.6694835581031156
densenet121,29752,8,8,0.17310596113424287,0.46110184674533533
densenet121,25340,8,8,0.024634937951749907,0.11329842729900308
densenet121,994,8,8,0.018796882881827938,0.07547045978812714
densenet121,25590,8,8,0.08950020250193373,0.14748793885336747
densenet121,19770,8,8,0.22175491424388769,0.3730724333013308
densenet121,3534,8,8,0.22758983683827305,0.3854235198295405
densenet121,19860,8,8,0.11460602642093203,0.10789538153643885
densenet121,25599,8,8,0.1422830833471586,0.4595624948914458
densenet121,19849,8,8,0.10223808598448275,0.14735971109626445
densenet121,25604,8,8,0.07218947082226945,0.3687379032139696
densenet121,3628,8,8,0.16859116419797143,0.38447341409804836
densenet121,24624,8,8,0.025250870525047514,0.20887791566828007
densenet121,19741,8,8,0.22150901303354997,0.349923682512107
densenet121,19783,8,8,0.17627150428802563,0.36903340061385514
densenet121,14473,8,8,0.07441519576533391,0.1058068233911645
densenet121,34331,8,8,0.10027845844460272,0.3022822493182196
densenet121,33036,8,8,0.05320589246767068,0.19965782382504155
densenet121,25277,8,8,0.029657542456122437,0.17268954773565096
densenet121,7807,8,8,0.22559441226967275,0.29208009871481394
densenet121,25320,8,8,0.09453103448987259,0.3495858314069493
densenet121,527,8,8,0.22078492817434883,0.3684765671859156
vit_tiny,11598,0,0,0.4164989179407712,0.9651402064628201
vit_tiny,8612,0,0,0.16293169496225346,0.8723263927531661
vit_tiny,32384,0,0,0.2596310467440617,0.9568604537198553
vit_tiny,22088,0,0,0.14549940510994475,0.9516068096127128
vit_tiny,1258,0,0,0.0972749909680033,0.9672915218834532
vit_tiny,3882,0,2,0.022370497757439267,0.9628134035898306
vit_tiny,26021,0,3,0.057778404469900124,0.9537553768604994
vit_tiny,28706,0,0,0.3276854222367547,0.9656777677737409
vit_tiny,12774,0,0,0.2505204694641634,0.9588938285160111
vit_tiny,20577,0,0,0.47107647589291446,0.9593736566748703
vit_tiny,20069,0,0,0.20952181911889056,0.9156205778854201
vit_tiny,22989,0,0,0.13824502943305106,0.891939592504059
vit_tiny,19017,0,0,0.2052489223315206,0.9560180344706168
vit_tiny,31697,0,0,0.19424772426282289,0.9661912879528245
vit_tiny,23363,0,0,0.3627523840009417,0.9602715796645498
vit_tiny,18777,0,0,0.10165656633625986,0.9565860668808455
vit_tiny,11832,0,0,0.31284025441345875,0.9616026333969785
vit_tiny,28618,0,0,0.2699600090822969,0.9601807467261096
vit_tiny,22858,0,0,0.3076540271114254,0.9403600721707335
vit_tiny,511,0,3,0.0224450638372673,0.8650853617727989
vit_tiny,29736,0,0,0.404939425552584,0.9635193277354119
vit_tiny,33474,0,0,0.7245025122683728,0.9683559130498907
vit_tiny,25573,1,0,0.06244648030144617,0.9503476655372651
vit_tiny,4312,1,1,0.033356046102454684,0.9672254301163434
vit_tiny,24225,1,1,0.0251175300515456,0.9674288290457866
vit_tiny,5114,1,2,0.021458316334610927,0.7419562635517245
vit_tiny,107,1,0,0.12137350824667692,0.9651969599799486
vit_tiny,10443,1,3,0.027932804510840015,0.5172672596036136
vit_tiny,5117,1,1,0.024879921313271325,0.867095107523312
vit_tiny,27764,1,1,0.022927353511533966,0.9587986356542046
vit_tiny,31588,1,1,0.027461685636154698,0.9274010124696019
vit_tiny,5131,1,2,0.025939489781244163,0.9166529386874167
vit_tiny,1761,1,1,0.024127047693696113,0.9462004324500981
vit_tiny,34288,1,2,0.027040562492938847,0.8034164620308779
vit_tiny,26309,1,1,0.013840423042438488,0.9082363074026603
vit_tiny,21752,1,2,0.026864031991522097,0.8837522644658797
vit_tiny,20801,1,1,0.026706022085967618,0.9670657644651897
vit_tiny,17666,1,0,0.10682019732303161,0.9529786102211801
vit_tiny,16706,1,1,0.024688032620304057,0.9578186177728298
vit_tiny,6553,1,1,0.11120248544730771,0.5374022080118834
vit_tiny,18583,1,1,0.024951415566860646,0.964340426018282
