family,sample_idx,pred_label,true_label,deletion_auc,insertion_auc
vit_tiny_gradcam,19563,1,1,0.46074120911742966,0.4623722968616164
vit_tiny_gradcam,2399,2,2,0.78447424789222,0.8063835469335991
vit_tiny_gradcam,4407,2,2,0.5175938864815741,0.5300744962210722
vit_tiny_gradcam,2272,2,2,0.7940691630496772,0.8021489416600183
vit_tiny_gradcam,2489,2,2,0.7680548246218564,0.8352282754798175
vit_tiny_gradcam,1496,2,2,0.8565210633813507,0.8308990092548605
vit_tiny_gradcam,2232,2,2,0.7949278658549446,0.7988133724541306
vit_tiny_gradcam,2415,2,2,0.7490656939034146,0.7757260323806996
vit_tiny_gradcam,2382,2,2,0.7926901747993043,0.839685929347862
vit_tiny_gradcam,2510,2,2,0.7904050592011203,0.6638091126824115
vit_tiny_gradcam,19664,2,2,0.7813694322170264,0.8476012282518148
vit_tiny_gradcam,2740,2,2,0.7840763024813455,0.8178415469546785
vit_tiny_gradcam,4872,2,2,0.8879125765717575,0.8241841377851209
vit_tiny_gradcam,4574,2,2,0.5945374073418073,0.6943006098291953
vit_tiny_gradcam,4029,2,2,0.7267777146456353,0.8123369465079229
vit_tiny_gradcam,18720,2,2,0.5494676836023942,0.5714065717705061
vit_tiny_gradcam,1514,2,2,0.855971361060611,0.7886215172375408
vit_tiny_gradcam,1550,2,2,0.8265715572365337,0.8312632449031803
vit_tiny_gradcam,4564,2,2,0.6535285777057958,0.7075880271254782
vit_tiny_gradcam,4498,2,2,0.6592713270475024,0.7577827135868596
vit_tiny_gradcam,1557,2,2,0.6307481482828479,0.6299619434741253
vit_tiny_gradcam,2195,2,2,0.8622296983802187,0.811847676965197
vit_tiny_gradcam,2545,2,2,0.8056630641669145,0.8506586923638899
vit_tiny_gradcam,12693,0,3,0.8238691066435422,0.3973242781139561
vit_tiny_gradcam,4750,3,3,0.4325241585038384,0.8660423407927738
vit_tiny_gradcam,18268,3,3,0.34821367852327967,0.31184643982123816
vit_tiny_gradcam,18844,3,3,0.1979913728948759,0.5550487451691879
vit_tiny_gradcam,29937,3,3,0.5187526687350328,0.8520095976709854
vit_tiny_gradcam,1367,3,3,0.8346933375578374,0.7591988911481167
vit_tiny_gradcam,26201,3,3,0.6272775615525461,0.4839004051914344
vit_tiny_gradcam,7843,3,3,0.2801917388151196,0.1634368671975608
vit_tiny_gradcam,25933,0,3,0.6954107459969237,0.7473709260957548
vit_tiny_gradcam,7777,3,3,0.4931659914936972,0.5642357410706609
vit_tiny_gradcam,3199,3,3,0.7738620204436302,0.25600912537106524
vit_tiny_gradcam,1633,3,3,0.8139758599136258,0.7107418491123099
vit_tiny_gradcam,5569,4,3,0.15603457210750094,0.18910163743549901
vit_tiny_gradcam,32022,3,3,0.45435026722452676,0.5693366260456969
vit_tiny_gradcam,4352,3,3,0.4606338069522735,0.22607911822586857
vit_tiny_gradcam,5398,1,3,0.22433531295629905,0.17051332296333044
vit_tiny_gradcam,1836,0,3,0.5378144942296785,0.09601897437823936
vit_tiny_gradcam,6819,3,3,0.5684339895253743,0.1215605266984312
vit_tiny_gradcam,30428,3,3,0.15454744250382646,0.31043684367250535
vit_tiny_gradcam,11121,3,3,0.16493280146733014,0.653515900068669
vit_tiny_gradcam,34333,3,3,0.7562930920721556,0.7391242418761976
vit_tiny_gradcam,11558,1,3,0.1359938404889931,0.1361250864065937
vit_tiny_gradcam,15095,4,4,0.36878097934547327,0.22081535684415599
vit_tiny_gradcam,5482,4,4,0.37098339837240246,0.4148882021242173
vit_tiny_gradcam,27612,4,4,0.36463242550505015,0.6483931928731863
vit_tiny_gradcam,9711,4,4,0.3643387874915618,0.11389416177732414
vit_tiny_gradcam,2485,4,4,0.10742747535181252,0.2584626669743386
vit_tiny_gradcam,25055,0,4,0.8279369273404882,0.5806808902270859
vit_tiny_gradcam,25226,0,4,0.596740254879478,0.5139859983237329
vit_tiny_gradcam,2517,4,4,0.32058765954961643,0.5538947742661833
vit_tiny_gradcam,3986,4,4,0.6394077203251101,0.6068399852133268
vit_tiny_gradcam,5449,4,4,0.30256260959616554,0.2966561727354531
vit_tiny_gradcam,25650,4,4,0.7109651951362252,0.37691630085777206
vit_tiny_gradcam,5353,4,4,0.4980436043319969,0.4641041111656534
vit_tiny_gradcam,13786,4,4,0.20823416579557374,0.2939932420758993
vit_tiny_gradcam,4322,4,4,0.6040569792190524,0.7212903302841198
vit_tiny_gradcam,25639,1,4,0.37726715675830746,0.27593139124053323
vit_tiny_gradcam,25205,4,4,0.2334118529810496,0.3376739199087808
vit_tiny_gradcam,1831,4,4,0.8288436325187547,0.8344350234154092
vit_tiny_gradcam,3536,4,4,0.6578829143473115,0.6495186862217963
vit_tiny_gradcam,2096,4,4,0.4086091864547825,0.23914026217934747
vit_tiny_gradcam,5469,4,4,0.6947000433550556,0.7659626993529685
vit_tiny_gradcam,5050,4,4,0.739774748848987,0.36413497135119144
vit_tiny_gradcam,25655,4,4,0.4077745600895355,0.7274383173098329
vit_tiny_gradcam,25122,3,5,0.2860385124477034,0.17529035350253253
vit_tiny_gradcam,25439,3,5,0.13662329521230276,0.21699046702360647
vit_tiny_gradcam,12884,5,5,0.696826544830401,0.41907404402809334
vit_tiny_gradcam,29842,0,5,0.6631324102272629,0.5846641314610679
vit_tiny_gradcam,4418,0,5,0.3466810913887457,0.6255616416310659
vit_tiny_gradcam,3147,3,5,0.5801692033846848,0.33286963638784073
vit_tiny_gradcam,10773,5,5,0.5571120730455732,0.3903745913048624
vit_tiny_gradcam,12766,1,5,0.5642697912728067,0.2202219272112984
vit_tiny_gradcam,30524,3,5,0.6296012054726816,0.8744615122850519
vit_tiny_gradcam,1993,5,5,0.5097029241405835,0.5981484543990518
vit_tiny_gradcam,1632,5,5,0.6678365899024357,0.727013580250059
vit_tiny_gradcam,2903,0,5,0.48631113339251897,0.7318601836304879
vit_tiny_gradcam,4288,5,5,0.44580120163664105,0.8160036821464018
vit_tiny_gradcam,26488,0,5,0.5466193153406493,0.5544807884580223
vit_tiny_gradcam,2127,0,5,0.7758572950478992,0.5314560167316813
vit_tiny_gradcam,31012,3,5,0.34508782695593254,0.26165251265592815
vit_tiny_gradcam,26627,3,5,0.1566187775506478,0.3109090076723078
vit_tiny_gradcam,19032,0,5,0.4356506239200826,0.3474121163126256
vit_tiny_gradcam,1301,0,5,0.4972253939631628,0.2095470640374515
vit_tiny_gradcam,21284,5,5,0.7685917347880604,0.31920594892653753
vit_tiny_gradcam,2304,5,5,0.6434620831023494,0.771414402192022
vit_tiny_gradcam,32350,0,5,0.8182300040207338,0.5220435573864961
vit_tiny_gradcam,4090,6,6,0.4684131273494998,0.5084932670458571
vit_tiny_gradcam,1458,6,6,0.6243506100462284,0.6232508669535193
vit_tiny_gradcam,9806,1,6,0.2412453012164235,0.2286337009117574
vit_tiny_gradcam,5362,6,6,0.6185831737092471,0.4878235404837312
vit_tiny_gradcam,20186,6,6,0.4019907971276808,0.4825946707465256
vit_tiny_gradcam,13709,6,6,0.2841610069268903,0.1787475054543286
vit_tiny_gradcam,4101,6,6,0.3441784456966026,0.057221674650257626
vit_tiny_gradcam,25601,6,6,0.7317510046931304,0.6525980750982541
vit_tiny_gradcam,4094,6,6,0.4387543062161896,0.3786797664447903
vit_tiny_gradcam,25595,6,6,0.4791134752757351,0.42288932216199626
vit_tiny_gradcam,4100,6,6,0.41053198853451534,0.36694050732294414
vit_tiny_gradcam,6861,6,6,0.19110370451267755,0.1391090886531181
vit_tiny_gradcam,4593,6,6,0.4957298887630106,0.4720450630670179
vit_tiny_gradcam,9904,6,6,0.5473529566677513,0.3764264782510516
vit_tiny_gradcam,9906,4,6,0.27316128394826933,0.4536425899694052
vit_tiny_gradcam,18601,6,6,0.590020383418608,0.6171540918380174
vit_tiny_gradcam,4584,6,6,0.47729756561677306,0.4740794934140524
vit_tiny_gradcam,9143,6,6,0.489484925989359,0.525200177281846
vit_tiny_gradcam,7916,6,6,0.3741289086592978,0.34928822935639303
vit_tiny_gradcam,16545,4,6,0.056282778576623116,0.07426400508682107
vit_tiny_gradcam,3044,6,6,0.4441793564550309,0.44439704054698836
vit_tiny_gradcam,2299,6,6,0.24355427140193697,0.3171150881857905
vit_tiny_gradcam,4121,7,7,0.3548264527817153,0.6210589926901804
vit_tiny_gradcam,4150,7,7,0.7020132613780703,0.6838927364350837
vit_tiny_gradcam,10215,3,7,0.2986384856856148,0.3234142523342598
vit_tiny_gradcam,4160,7,7,0.6756198729931953,0.7070158112590548
vit_tiny_gradcam,4109,7,7,0.7219671777514094,0.7471659914359208
vit_tiny_gradcam,10845,7,7,0.5182567202129107,0.4574952018445373
vit_tiny_gradcam,4113,7,7,0.7166046352833035,0.7099365967017022
vit_tiny_gradcam,4174,7,7,0.7082154952033477,0.693125607105884
vit_tiny_gradcam,4951,3,7,0.4463236656229128,0.23290510623451155
vit_tiny_gradcam,4139,7,7,0.7093385874208451,0.7024111060568927
vit_tiny_gradcam,4136,7,7,0.559671281327752,0.6730749473843645
vit_tiny_gradcam,4114,7,7,0.7757625894096662,0.7636799738167355
vit_tiny_gradcam,4087,7,7,0.6134426227281367,0.6158833376970847
vit_tiny_gradcam,4110,7,7,0.6709076816831043,0.7123784013282517
vit_tiny_gradcam,1627,7,7,0.5677277516823409,0.47925164132561093
vit_tiny_gradcam,10935,3,7,0.4836769301236927,0.5068495180930768
vit_tiny_gradcam,4606,7,7,0.6430829296921559,0.6355821859761193
vit_tiny_gradcam,4164,7,7,0.7247323020242789,0.7088442363654366
vit_tiny_gradcam,26687,7,7,0.3125820235069874,0.18504326944234606
vit_tiny_gradcam,4169,7,7,0.8167458675674908,0.676126800739695
vit_tiny_gradcam,4605,7,7,0.6581566242519727,0.6287132043386379
vit_tiny_gradcam,10918,7,7,0.6522208104401273,0.5405731779254097
vit_tiny_gradcam,20030,8,8,0.02454709502273822,0.024998925404748462
vit_tiny_gradcam,29752,8,8,0.2094985245295451,0.22444380710814293
vit_tiny_gradcam,25340,8,8,0.12278306400181194,0.12708644353890364
vit_tiny_gradcam,994,6,8,0.6771879471390108,0.6637226138427366
vit_tiny_gradcam,25590,8,8,0.025034850561283406,0.04451826340182663
vit_tiny_gradcam,19770,8,8,0.1276186569680018,0.17442519530888134
vit_tiny_gradcam,3534,8,8,0.22355067265050366,0.22416067518013882
vit_tiny_gradcam,19860,8,8,0.07931451695427327,0.0747863380513234
vit_tiny_gradcam,25599,8,8,0.1715110593875675,0.12609197488954393
vit_tiny_gradcam,19849,8,8,0.1384424643690485,0.12492792882232706
vit_tiny_gradcam,25604,8,8,0.024889225765818423,0.0250179457504629
vit_tiny_gradcam,3628,8,8,0.17365124807807675,0.17369155869267772
vit_tiny_gradcam,24624,8,8,0.02487416780344276,0.024868363136338445
vit_tiny_gradcam,19741,8,8,0.18334837718289876,0.2229084576310143
vit_tiny_gradcam,19783,8,8,0.12322345200656848,0.17436161443590947
vit_tiny_gradcam,14473,8,8,0.07605982313367843,0.0882344567835247
vit_tiny_gradcam,34331,8,8,0.1746614357062164,0.2239146724263179
vit_tiny_gradcam,33036,8,8,0.0743479035681407,0.027302429179700383
vit_tiny_gradcam,25277,8,8,0.17237925475834714,0.173911634676589
vit_tiny_gradcam,7807,8,8,0.22539359141107695,0.2730836336147622
vit_tiny_gradcam,25320,8,8,0.1729826511783017,0.22268972431727008
vit_tiny_gradcam,527,8,8,0.16960965638497427,0.22358560195420374
