family,sample_idx,category,defect_type,pred_label,true_label,native_del,native_ins,rise_del,rise_ins,native_iou,rise_iou
vit_tiny,0,zipper,rough,1,1,0.7412161782167459,0.9727676295054373,0.9991933482651802,0.9744684648333752,0.36363636363636365,0.02605467586333326
vit_tiny,1,tile,oil,1,1,0.9970890522545233,0.8486063660232723,0.9991835129203537,0.9701638701929589,0.5362499028673556,0.12946685602425825
vit_tiny,2,zipper,fabric_border,1,1,0.9850989594651764,0.9319545544206669,0.9993905289029499,0.9744537624677143,0.43876882776686316,0.2345132743362832
vit_tiny,3,capsule,crack,1,1,0.49922391752454587,0.9729471833937389,0.998870216517389,0.9744825057490054,0.01675257731958763,0.01947857356907402
vit_tiny,4,leather,fold,1,1,0.8299900602114576,0.7602720071457263,0.9675322946877714,0.9290229784617843,0.6134393063583815,0.13227848101265824
vit_tiny,5,grid,broken,1,1,0.999099677108461,0.9742581520288915,0.8667998073087801,0.9693001520202635,0.15868263473053892,0.18581560283687942
vit_tiny,6,carpet,hole,1,1,0.9977285597233276,0.9413403389238049,0.9681322537016968,0.9742086132949446,0.481786133960047,0.46934306569343065
vit_tiny,7,cable,combined,1,1,0.9992018473021744,0.9740005768320081,0.9993859777096077,0.9745700584929402,0.06298519407763105,0.08899632302873485
vit_tiny,8,pill,color,1,1,0.9258456953131393,0.9718493163794157,0.9992246122073993,0.9743703720917658,0.5044150110375276,0.596830985915493
vit_tiny,9,zipper,fabric_border,1,1,0.9975094395031192,0.9736371681404528,0.9992700258171681,0.9743273897577858,0.13545816733067728,0.1388121546961326
vit_tiny,10,zipper,broken_teeth,1,1,0.7232322765048025,0.9638132020421146,0.9992839013702906,0.9742843940160348,0.44793713163064836,0.29607250755287007
vit_tiny,11,cable,poke_insulation,1,1,0.9026023684992026,0.9742339763282182,0.9993858332036325,0.9744358154214972,0.01958844479620103,0.015331032123643375
vit_tiny,12,zipper,squeezed_teeth,1,1,0.8920103495347576,0.9577908008153138,0.999417752636873,0.9717244691758644,0.4857389801210026,0.29966703662597116
vit_tiny,13,wood,combined,1,1,0.9205497492821451,0.7571904241149916,0.9978732906511141,0.9257303997613455,0.17234848484848486,0.012855941367295447
vit_tiny,14,leather,cut,1,1,0.7483558750627708,0.9745266605180625,0.8716585116007991,0.9739402165371978,0.22149837133550487,0.25827107790821774
vit_tiny,15,tile,oil,1,1,0.9965673052374768,0.843428731829885,0.999283472321622,0.9743604160770012,0.6257817929117443,0.14613018134715025
vit_tiny,16,tile,glue_strip,1,1,0.967198435233513,0.9543206924275403,0.998783825780265,0.9742434228476888,0.2920824396157792,0.017312821489807582
vit_tiny,17,leather,poke,1,1,0.49813371333061696,0.9737545457258641,0.9956470762899698,0.9417172507304024,0.1798469387755102,0.21535181236673773
vit_tiny,18,metal_nut,flip,1,1,0.9674781930825116,0.9743123536876048,0.998994904317442,0.9745119268676028,0.5037616080874574,0.4995565448759195
vit_tiny,19,screw,scratch_neck,1,1,0.4351364073307309,0.9702007653989533,0.9990038413416187,0.941716660788483,0.06815454763618911,0.007268921823735717
vit_tiny,20,hazelnut,cut,1,1,0.7834513478288372,0.9742702160431911,0.9989866019277542,0.9743201138074475,0.10988692374601333,0.12775842044134728
vit_tiny,21,screw,scratch_neck,1,1,0.4534654679889627,0.930399652995515,0.936050762224113,0.9742868565766223,0.1445131375579598,0.07333333333333333
vit_tiny,22,capsule,squeeze,1,1,0.561799472919688,0.9318969970948494,0.9992877240747475,0.9744488507543103,0.03057790782735918,0.05932170467347811
vit_tiny,23,cable,missing_cable,1,1,0.9031852438947681,0.913990576516607,0.9994614336646919,0.9744330310744083,0.22026143790849673,0.0979156568104702
vit_tiny,24,screw,thread_side,1,1,0.36469282155758265,0.855426972493671,0.999326070299503,0.9739713821557636,0.01946647440519106,0.013360053440213761
vit_tiny,25,toothbrush,defective,1,1,0.8493276025686871,0.9745468481517712,0.9993041843481478,0.9745479833430402,0.138671875,0.0038367464390197115
vit_tiny,26,zipper,combined,1,1,0.9697826981573598,0.9740333379753103,0.9992499931177008,0.9744257685318409,0.46401827643101917,0.11522872032426172
vit_tiny,27,grid,bent,1,1,0.9903149279653007,0.8720669855823182,0.9935847674587421,0.9733603021407582,0.10830324909747292,0.13670886075949368
vit_tiny,28,screw,manipulated_front,1,1,0.33594167213959736,0.874975107183257,0.998928790599166,0.9744362787344691,0.006227758007117438,0.0
vit_tiny,29,bottle,broken_small,1,1,0.7215781344373227,0.9286150887454134,0.9991556634904555,0.9742751098795672,0.329657278588395,0.15565862708719852
vit_tiny,30,carpet,hole,1,1,0.9964174942542741,0.930637505361414,0.9990122286471887,0.9740054676888796,0.667479674796748,0.0488117353148421
vit_tiny,31,carpet,hole,1,1,0.9959443429579551,0.9622376474356535,0.9980617040964717,0.939595627410494,0.5567190226876091,0.18712162905888827
vit_tiny,32,leather,glue,1,1,0.9216696586718172,0.8050301586675452,0.974235252856829,0.9742114617013833,0.45035742652899124,0.002544529262086514
vit_tiny,33,zipper,fabric_border,1,1,0.9699919329863746,0.9742526429248066,0.999136450154765,0.9743952315887547,0.1692836113837095,0.13890426120641947
vit_tiny,34,bottle,contamination,1,1,0.8409105890459614,0.9746022088377906,0.9993090007174033,0.9745422105527943,0.6558015352097007,0.06106503185479024
vit_tiny,35,cable,combined,1,1,0.9766824238372465,0.9744619888800337,0.9992703997450008,0.9744956423849764,0.21114606741573033,0.08698476864217138
vit_tiny,36,wood,combined,1,1,0.7628901504795067,0.9742558965438768,0.995940033104489,0.9741217175317836,0.05110837438423645,0.05634758995247793
vit_tiny,37,leather,color,1,1,0.8227426587418449,0.6039341328037828,0.9983127884424903,0.9693309735060431,0.2178517397881997,0.013688066319645267
vit_tiny,38,zipper,fabric_border,1,1,0.9737596247076112,0.9738081395656302,0.9994224110923824,0.9741371513658343,0.38470005503577326,0.3170300530347672
vit_tiny,39,screw,scratch_head,1,1,0.49888415867437175,0.859293745453737,0.9988562620073935,0.9258753778017983,0.0,0.015953203935123637
vit_tiny,40,hazelnut,print,1,1,0.7620744432444688,0.9741297890098615,0.999185734141065,0.9733023612037179,0.5669365467896818,0.16143497757847533
vit_tiny,41,metal_nut,bent,1,1,0.9638694970850779,0.9742488932182134,0.975134472758441,0.9742432455671626,0.10186878372953927,0.050045555121697255
vit_tiny,42,capsule,crack,1,1,0.6482172742810235,0.9594548943817465,0.9955487675342738,0.974401706052344,0.043272267845862286,0.11581067472306143
vit_tiny,43,leather,cut,1,1,0.6762194020230936,0.6196105618469794,0.9681405233168334,0.9292434081742833,0.09935004642525534,0.004666083406240887
vit_tiny,44,leather,poke,1,1,0.5992504550398507,0.9745345830209082,0.9948943938270531,0.9739563341675641,0.28685897435897434,0.33583489681050654
vit_tiny,45,metal_nut,color,1,1,0.9732574823597488,0.8988109819210415,0.9991434028288495,0.9741482425718679,0.33311561071195295,0.008280399274047187
vit_tiny,46,zipper,broken_teeth,1,1,0.8267585334233445,0.9744989034528082,0.9994030100478994,0.9744136032143835,0.43775280898876406,0.06729028364514182
vit_tiny,47,capsule,poke,1,1,0.5489448948283098,0.972100867017911,0.9988434069346113,0.9738865616175865,0.06276901004304161,0.0029031589133890925
vit_tiny,48,capsule,crack,1,1,0.5375377564612336,0.9734556731048762,0.9993462072816328,0.9745218739438535,0.04563792233988906,0.020833333333333332
vit_tiny,49,screw,scratch_neck,1,1,0.28928680688181885,0.8934269946382862,0.9981008175436727,0.9246380832848438,0.124966406879871,0.08709016393442623
swin_tiny,0,zipper,rough,1,1,0.5015206047298264,0.9245407922598474,0.8975824088360795,0.8754914863404508,0.15582251232553296,0.2224316682375118
swin_tiny,1,tile,oil,1,1,0.6777980351299853,0.8244069587669998,0.9731031981566076,0.9748614766464527,0.31598120479383346,0.23625179687761175
swin_tiny,2,zipper,fabric_border,1,1,0.6116875308811132,0.8271363148670403,0.7972297239360273,0.9748615064414992,0.031857477193485216,0.2989019926799512
swin_tiny,3,capsule,crack,1,1,0.33899748317094947,0.9744562431584711,0.8420216888434737,0.9573856778221455,0.004960696023811341,0.0016468026907081252
swin_tiny,4,leather,fold,1,1,0.471254692865422,0.8186217183060407,0.7394141753740584,0.9747494383333617,0.07856741665840684,0.032513769023557466
swin_tiny,5,grid,broken,1,1,0.9738667985429217,0.9247245482040682,0.9981337559675012,0.974858586526949,0.009858637168733081,0.051744186046511625
swin_tiny,6,carpet,hole,1,1,0.7758013032944788,0.923795615599758,0.7070839865235712,0.9748025956756976,0.034546915302972644,0.7786096256684492
swin_tiny,7,cable,combined,1,1,0.8599570010846662,0.9748469098482531,0.9984602992481086,0.9748615124005084,0.33053760483981853,0.06725503903064196
swin_tiny,8,pill,color,1,1,0.2217183171701862,0.9746424115470802,0.9412159513990446,0.9748202254046703,0.05812031031412947,0.10304396843291995
swin_tiny,9,zipper,fabric_border,1,1,0.5603080015287532,0.92687719794381,0.8665896813518259,0.9748612680811277,0.07849022282855844,0.18959842001316657
swin_tiny,10,zipper,broken_teeth,1,1,0.5040268632095533,0.9680754730722185,0.9174438379093175,0.9742873082247172,0.05946495089739248,0.01222324252627283
swin_tiny,11,cable,poke_insulation,1,1,0.7765662847510271,0.9742217918971221,0.9747487174445411,0.974861533257041,0.055629820051413884,0.010111393540669856
swin_tiny,12,zipper,squeezed_teeth,1,1,0.4834423502761993,0.946923492890761,0.8437702196045507,0.9746251065841136,0.03779086387284889,0.7443181818181818
swin_tiny,13,wood,combined,1,1,0.6326028244104052,0.8462062686411542,0.9191506295812815,0.8962469661948091,0.024617762322680356,0.13914095583787053
swin_tiny,14,leather,cut,1,1,0.4234509871416887,0.828146183430885,0.7446993220944549,0.932736739446824,0.015964080818159143,0.20899470899470898
swin_tiny,15,tile,oil,1,1,0.7062226142044992,0.9252670160464902,0.9877029869330727,0.974861524318527,0.23911541119557705,0.1554306303177635
swin_tiny,16,tile,glue_strip,1,1,0.5780056908724589,0.9247365477254768,0.9965925937831344,0.974846451004538,0.1120918855684356,0.09672574346650646
swin_tiny,17,leather,poke,1,1,0.7352843235715696,0.7966337070227878,0.5624291152835355,0.7733530980476928,0.007954866008462623,0.0021656324875591326
swin_tiny,18,metal_nut,flip,1,1,0.5720199635274135,0.8276316969501867,0.9727230829751647,0.9748550945475074,0.45046392466417395,0.17517692156477296
swin_tiny,19,screw,scratch_neck,1,1,0.1338589789546134,0.9748082358779868,0.984110483474069,0.9748311482686915,0.0254297994269341,0.09723679608254635
swin_tiny,20,hazelnut,cut,1,1,0.14464806471007208,0.9748263363686931,0.6851647287291485,0.9748515519164869,0.024937491775233585,0.3070539419087137
swin_tiny,21,screw,scratch_neck,1,1,0.3784621191781383,0.9747139703100913,0.933335503888884,0.9633224391469923,0.011724137931034483,0.004774549354031558
swin_tiny,22,capsule,squeeze,1,1,0.28041415851674145,0.9385702758333139,0.9655378735788673,0.9733351091923907,0.16920369555653322,0.05967588763287688
swin_tiny,23,cable,missing_cable,1,1,0.8495925567896023,0.9748476040728349,0.9748195466537268,0.9748612680811277,0.35543766578249336,0.14936634873402588
swin_tiny,24,screw,thread_side,1,1,0.3349648520579436,0.9664738165153324,0.8852655937339762,0.8912615419409065,0.050024050024050026,0.0019898926089703096
swin_tiny,25,toothbrush,defective,1,1,0.21366611150595816,0.9249328518913273,0.9037388813181622,0.9070382794995169,0.017013610888710968,0.008680974198215577
swin_tiny,26,zipper,combined,1,1,0.6538541532470532,0.8253624634520698,0.8231407393586352,0.9393744769110128,0.14392543621978976,0.10673051692469168
swin_tiny,27,grid,bent,1,1,0.9204678520453768,0.9676639945425052,0.9551411427430025,0.9746765119777194,0.012265213011791195,0.14969450101832993
swin_tiny,28,screw,manipulated_front,1,1,0.21138866894153452,0.9748064362571824,0.9245253101485105,0.9748568822502932,0.023205406094606657,0.005714475563972225
swin_tiny,29,bottle,broken_small,1,1,0.7517489467576794,0.974794697008889,0.974838996836759,0.9748612382860813,0.2846225939009444,0.1160397899500491
swin_tiny,30,carpet,hole,1,1,0.883765715990755,0.9156774680159572,0.8645320939763366,0.9220171506400732,0.05546314338672116,0.6581196581196581
swin_tiny,31,carpet,hole,1,1,0.773588519050513,0.8734882879367518,0.9504269336603812,0.9747177423629694,0.025201498467476446,0.34510595358224017
swin_tiny,32,leather,glue,1,1,0.6201363933924533,0.831846735900859,0.6177027141589875,0.6744878808233921,0.027723450029336984,0.013519635661317628
swin_tiny,33,zipper,fabric_border,1,1,0.6439081438510712,0.8175634161513301,0.9392546134410793,0.9748594625013141,0.07656195664773385,0.20325982742090123
swin_tiny,34,bottle,contamination,1,1,0.6111096748917504,0.9681404232939315,0.9953628196290083,0.9748544688515324,0.37575198913254415,0.17649605690428327
swin_tiny,35,cable,combined,1,1,0.9060191356242413,0.9748454469114733,0.9985317269129155,0.9748614736669481,0.21822402785838654,0.05244764791001174
